exchange,time,return_cum_weight,return_weight,return_cum_month_weight,return_cum_year_weight,return20,return30,return40,return50,return60,return70,return80,return90,return100,return120,return140,return160,return180,return200,return10
HSX,2014-05-05,3.3499333266663424e-05,-2.6971846872599386e-06,-2.7627452978914316e-06,1.1942025258504728e-05,-2.1351085659352567e-07,-2.1571737332879508e-07,-1.2254650427822895e-09,1.728065862242683e-09,5.794917167161725e-08,1.5693693058076966e-07,1.618527610397143e-07,1.4754253325983015e-07,1.3620420132341815e-07,1.323209725113577e-07,1.2606832575433917e-07,1.3179037416522246e-07,1.0399759052344219e-07,1.039756560168897e-07,-2.3362489846334823e-07
HSX,2014-05-06,3.129459851529239e-05,-1.5856191396544964e-06,-4.329196833995754e-06,1.0164571653485837e-05,-2.745472814472772e-07,-3.1935043908866197e-07,-6.693452878676595e-08,-4.9764491173327627e-08,3.926698935593645e-08,1.308728220898265e-07,1.441459416927259e-07,1.3172009097932848e-07,1.187429727383124e-07,1.1934310456118394e-07,1.1010882330180372e-07,1.1761291292637722e-07,9.672780655103846e-08,9.596645754370848e-08,-5.098867188056565e-07
HSX,2014-05-07,3.2196797384863245e-05,9.086184874805513e-07,-3.4770091682291717e-06,1.099087373516496e-05,-3.1172933516751175e-07,-2.639189223849264e-07,-6.237006858058301e-08,-6.1090797716455854e-09,5.7778913274607763e-08,1.3953242975559013e-07,1.6988746978281943e-07,1.4885611594325993e-07,1.266096237400631e-07,1.2620706758966076e-07,1.1114417471059775e-07,1.330033662622428e-07,9.980131192051213e-08,9.244057065461275e-08,-1.2620803805080807e-07
HSX,2014-05-08,2.4478586201284672e-05,-5.462840212455702e-06,-8.902826509557203e-06,4.612860749396206e-06,-6.114668518636915e-07,-4.6156323749470965e-07,-2.0767645385682405e-07,-1.1431371018340669e-07,-1.800145794752705e-08,5.1091777799780146e-08,9.02383405146113e-08,8.027301316474461e-08,6.634200010025236e-08,7.735667729133115e-08,6.960623629674888e-08,9.424725138559147e-08,7.096628406903582e-08,6.513765099869916e-08,-5.354192180247317e-07
HSX,2014-05-09,2.7848486498425104e-05,2.6165420064400836e-06,-6.5632856453115665e-06,7.340476202401885e-06,-5.387797963170419e-07,-4.2096751308575237e-07,-1.638077584728174e-07,-8.75761631887668e-08,3.2538005164073825e-09,7.360458205059824e-08,1.230319999163348e-07,1.1005907530960662e-07,9.208477240107243e-08,9.480099243691403e-08,9.083017561762781e-08,1.0862124472879775e-07,8.603644215784342e-08,7.732492827319707e-08,-5.352792257034608e-07
HSX,2014-05-12,2.239501832478621e-05,-3.946793058706075e-06,-1.0287630896313092e-05,2.958022651578957e-06,-7.548464107934845e-07,-5.126482077774265e-07,-2.810288135108149e-07,-2.011083410046147e-07,-5.696685198153469e-08,-1.0503399927238538e-08,7.1785651132184e-08,6.334883313377237e-08,5.4269178823715756e-08,6.473239772513834e-08,6.87056593898781e-08,8.468899013009223e-08,5.890403027310226e-08,5.6615278688077974e-08,-9.217024613880852e-07
HSX,2014-05-13,2.1837229472405922e-05,-2.8608166300615573e-07,-1.05161058791718e-05,2.5671124022077787e-06,-7.610190820478494e-07,-4.373402382579264e-07,-2.926731773005372e-07,-2.2438963808991183e-07,-9.225518514319421e-08,-3.9342733439009693e-08,6.060825090504285e-08,6.397467349184578e-08,5.1203044854869854e-08,6.390802917189813e-08,6.690570690826273e-08,8.215586046564418e-08,5.25892596960603e-08,5.606042781993974e-08,-9.659491975066144e-07
HSX,2014-05-14,2.5755365303692254e-05,3.440896858278832e-06,-7.617476945914865e-06,5.8534183488181955e-06,-5.793457958030225e-07,-3.413223644962075e-07,-2.3085311816888322e-07,-1.4240099851699892e-07,-5.2932140638851385e-08,-1.1533288599682676e-08,9.994070053028406e-08,9.171061779099173e-08,8.259057280906645e-08,8.819755722706705e-08,9.292791746933008e-08,1.0394934579642173e-07,7.13072836206367e-08,6.81530470304529e-08,-7.419990085358569e-07
HSX,2014-05-15,2.4570055602695906e-05,-9.330060561554144e-07,-8.478299387575182e-06,4.877364897780766e-06,-5.854186534977356e-07,-3.9788245321956827e-07,-2.6287320434492754e-07,-1.712068171881219e-07,-7.473820835949504e-08,-7.889791028995947e-09,8.066928290773246e-08,8.684121705734392e-08,7.28230157004674e-08,8.597191485289807e-08,8.296230819528557e-08,9.630245319165226e-08,6.316783159709264e-08,6.172151146676902e-08,-7.179282966432966e-07
HSX,2014-05-16,2.6085119106473282e-05,1.4788694503463607e-06,-7.272485450930185e-06,6.22403954972214e-06,-4.1413779254683405e-07,-3.2647118070330673e-07,-2.5504610137694596e-07,-8.830098968349024e-08,-4.547096271684575e-08,8.885827892084149e-09,9.196395910564425e-08,1.0557506269560768e-07,9.856335971949003e-08,1.0076644434517143e-07,8.776308780522394e-08,1.0997558860219402e-07,7.542665374067747e-08,7.016814260698919e-08,-6.466598014691954e-07
HSX,2014-05-19,2.7123297335767367e-05,8.737143978439119e-07,-6.4967902088921555e-06,7.074251866898666e-06,-2.615973957110792e-07,-2.3886386871528725e-07,-2.341805032362989e-07,-5.889435062598793e-08,-4.682159394126617e-08,8.303591010127594e-09,1.0112357763832214e-07,1.1169468837321153e-07,1.0383129063796607e-07,1.0505782804580094e-07,9.276543401478107e-08,1.1327629923288558e-07,8.21743357865921e-08,8.236889968665498e-08,-2.895698929588105e-07
HSX,2014-05-20,2.8200638863867178e-05,7.436850842404771e-07,-5.882067233096353e-06,7.89018532535244e-06,-2.832630946874847e-07,-2.019113444879559e-07,-2.5367269695882473e-07,-6.487551714327538e-08,-5.0910321072658536e-08,2.5566066509472236e-08,1.0743378550743403e-07,1.2183645144138823e-07,1.1288413482446434e-07,1.0676737236298982e-07,9.592317634432126e-08,1.1585795022037072e-07,9.184468484757493e-08,8.832722483431059e-08,-5.663947056931316e-08
HSX,2014-05-21,3.014023973312869e-05,1.5074855465288832e-06,-4.542454985056076e-06,9.46071707883671e-06,-6.148040135764386e-08,-2.0673714499983451e-07,-1.9712738295481476e-07,-4.9246607797362394e-08,-4.549693920451308e-09,4.998867356902383e-08,1.2249678045308138e-07,1.5137188817756394e-07,1.3429522788248594e-07,1.1211759274485965e-07,1.0398095042615919e-07,1.2305997340811291e-07,1.0728230762601399e-07,9.44105952787887e-08,3.247235335520018e-09
HSX,2014-05-22,2.938622668599214e-05,-7.182732934738603e-07,-5.258153238061364e-06,8.697793990955952e-06,-2.8857645395513596e-08,-2.4840992549789293e-07,-2.2674644631260615e-07,-7.06003776387184e-08,-1.5644103947221527e-08,5.2813597078363153e-08,1.0441829647902067e-07,1.3329007237228829e-07,1.2001610457164058e-07,1.076801346989491e-07,1.005354945435238e-07,1.1542839802168123e-07,1.00379119327342e-07,9.724132524159927e-08,4.777039272337043e-07
HSX,2014-05-23,2.9521811365890944e-05,-2.9469745118515394e-09,-5.2611303646055785e-06,8.739541705354653e-06,-1.597620982824748e-07,-2.8726818783185776e-07,-2.6178687752968657e-07,-8.789520095055175e-08,-3.7020964467553855e-08,3.3611118890993593e-08,9.13733879365873e-08,1.3333455871879878e-07,1.2062867069249704e-07,1.0585131017651951e-07,9.547139905814102e-08,1.1137250693076237e-07,1.0401471960131444e-07,9.505417500263279e-08,2.157550291385107e-07
HSX,2014-05-26,3.0052248545845156e-05,5.456463260600043e-07,-4.758500359918331e-06,9.297421034545005e-06,-1.2835174688648307e-07,-2.8156461799061684e-07,-2.1823641392929016e-07,-9.182325728562819e-08,-5.6757122901325816e-08,4.617112224655866e-08,7.39343960155561e-08,1.3769824185251007e-07,1.2351384658190703e-07,1.1372542064142732e-07,1.030316082143468e-07,1.1545479054842197e-07,1.1695600680195902e-07,9.61953058912845e-08,6.649989676151186e-07
HSX,2014-05-27,3.2338568495777046e-05,1.9458266066625253e-06,-2.9642488403299003e-06,1.135784784738012e-05,-3.8879701462313754e-08,-2.1128278983790403e-07,-1.0595773004794806e-07,-5.650058292403243e-08,-3.8959732644595395e-08,4.780838338897452e-08,7.659883256361486e-08,1.5256175575803665e-07,1.4639618560085989e-07,1.2742904343488818e-07,1.172849740396726e-07,1.2646384865273115e-07,1.3177427067575444e-07,1.0513945798001797e-07,8.881897945819868e-07
HSX,2014-05-28,3.362393335268261e-05,1.0022236809375075e-06,-2.0006793997641415e-06,1.2505994270082209e-05,-4.883826584400107e-08,-1.7145637158606362e-07,-9.491115416019198e-08,-5.5817999165535695e-08,-1.1280419289523371e-08,4.6675661859249454e-08,7.044868208125945e-08,1.6042756456556966e-07,1.46971803696678e-07,1.33490826025251e-07,1.3017073063432819e-07,1.2513512255227634e-07,1.3191007808320533e-07,1.0834586512242061e-07,6.443224768478542e-07
HSX,2014-05-29,3.359975325997091e-05,3.98795086784299e-09,-2.032285403002744e-06,1.2477099066028412e-05,1.0046790453441884e-08,-1.44271809815097e-07,-1.1390637052713112e-07,-6.269418796590602e-08,-1.966870139840487e-08,4.137037534188713e-08,8.534916754340105e-08,1.5370846009022665e-07,1.5195928310662754e-07,1.297504994106605e-07,1.2903162225669094e-07,1.2427278007381965e-07,1.3337966287191725e-07,1.0918398173311999e-07,7.380218775501799e-07
HSX,2014-05-30,3.4346178607145674e-05,5.279031512758484e-07,-1.506204062314763e-06,1.3092097830920949e-05,-1.867276913033199e-09,-6.178344581684651e-08,-8.41220736166978e-08,-7.5451831572931e-08,3.357004987094627e-08,5.287135304886492e-08,8.814075536096472e-08,1.5318188005425367e-07,1.5931008119035982e-07,1.357002582718582e-07,1.3045605556324719e-07,1.2468181618348565e-07,1.3748103348912389e-07,1.0971911824100588e-07,6.429252476431287e-07
HSX,2014-06-02,3.2899736304769005e-05,-1.0508432833844803e-06,-1.0679132021164353e-06,1.185993685677679e-05,8.044979328073971e-08,-2.4241770633956342e-08,-6.653053165639304e-08,-9.725050668498121e-08,2.5999621065058337e-08,2.4219987981813244e-08,6.357432707389783e-08,1.3993978895854075e-07,1.4557216748791935e-07,1.2691179998297173e-07,1.2491080404984082e-07,1.2036600919513923e-07,1.260858651780577e-07,1.0164281079917192e-07,4.504694795202895e-07
HSX,2014-06-03,3.348019016912337e-05,3.0510190885696873e-07,-7.796899398283198e-07,1.2274017288372563e-05,1.7498584570631295e-07,-5.330500913101027e-08,-4.9780717870482174e-08,-1.2161592517067204e-07,1.3705596044260316e-08,1.444989079228395e-08,7.319670344353056e-08,1.4067571622682347e-07,1.503139224954433e-07,1.281167848996458e-07,1.2729206758191664e-07,1.1821845110236739e-07,1.2398768323525893e-07,1.045536104665659e-07,4.0661116198193866e-07
HSX,2014-06-04,3.213385955512037e-05,-1.070211503948846e-06,-1.8513182409027462e-06,1.1097301894748072e-05,7.604434613484312e-08,8.626884739625976e-09,-1.1784249451633437e-07,-1.2793361497701864e-07,-1.6231930342107677e-08,1.7363327630208302e-08,6.234527148966657e-08,1.2542396672875746e-07,1.5111884505322415e-07,1.1818207747252639e-07,1.190409645246868e-07,1.0675669613862839e-07,1.266745862480873e-07,9.742561534194522e-08,1.4884145693416579e-07
HSX,2014-06-05,3.172792910920858e-05,-2.6419193035039704e-07,-2.137440881097575e-06,1.0723793803374248e-05,3.3597676024010834e-07,4.5511434151828256e-08,-1.3774504581179164e-07,-1.4254723840078246e-07,-2.64587158245133e-08,1.4340709937597593e-08,7.049309659938178e-08,1.143995516754086e-07,1.393860244597107e-07,1.1128112679022835e-07,1.1430240342687074e-07,1.0290255178966881e-07,1.2110608570275999e-07,9.746733168614307e-08,1.9424959324651212e-07
HSX,2014-06-06,3.392459014224249e-05,1.5677003006155063e-06,-6.410502719129721e-07,1.253424019255583e-05,2.8353467494887957e-07,1.0596708064766038e-08,-1.2762256068408127e-07,-1.3916663787189966e-07,-1.469361399891845e-08,1.8455504850560708e-08,7.332401912452539e-08,1.2025571380577183e-07,1.5513253492284377e-07,1.2399308949237358e-07,1.2176294708148052e-07,1.1491823803403427e-07,1.2805607030880683e-07,1.0578626543694702e-07,3.513143207592478e-07
HSX,2014-06-09,3.5727979751637986e-05,1.0819652162115007e-06,4.227300239240972e-07,1.391368061976415e-05,5.349725886947583e-07,4.941423866714376e-08,-1.0993691104936321e-07,-9.359988918855256e-08,-9.028346108957209e-09,9.200496052348988e-09,9.101800818753852e-08,1.1071348643320518e-07,1.6442303864469885e-07,1.3438641380222283e-07,1.3190956786365545e-07,1.2698902555298812e-07,1.347205010817218e-07,1.0651088611526786e-07,4.0494620977439754e-07
HSX,2014-06-10,3.589166034890747e-05,3.120696479932064e-09,4.2444773989414034e-07,1.4039370397126021e-05,5.494327066690627e-07,4.430540527717021e-08,-1.0579318768939341e-07,-4.263106028713078e-08,-1.1971215977337296e-08,-3.297539587347706e-09,6.816678780986998e-08,9.149625325167302e-08,1.5837314205784682e-07,1.3424132182390195e-07,1.3326869738577879e-07,1.2722158187836273e-07,1.3407551004380178e-07,1.0227360439336053e-07,2.106756187561382e-07
HSX,2014-06-11,3.6975439435679614e-05,8.421742264538504e-07,1.2499471287793732e-06,1.5016461438154161e-05,4.194965750778136e-07,3.233138053992341e-08,-7.992461036260455e-08,-3.699478866659907e-08,-1.406988708665097e-08,1.8141165367233212e-08,6.517503829031484e-08,8.425112555087203e-08,1.6385187543978996e-07,1.3874157318719094e-07,1.3552598834860226e-07,1.337489996703905e-07,1.390101490499097e-07,1.0612621276635438e-07,1.9467067330777248e-07
HSX,2014-06-12,3.777384016837855e-05,5.969069261201976e-07,1.8650967110959893e-06,1.5726174583204306e-05,4.959922241915943e-07,9.135205057996387e-08,-4.471321465307072e-08,-4.0332582255103295e-08,-9.91806149942033e-09,1.9421480348939845e-08,6.794439977827724e-08,1.0408399013113516e-07,1.6373387116450482e-07,1.4335121711565517e-07,1.4454624475842606e-07,1.3459104769482415e-07,1.4071242774720134e-07,1.0645027085654279e-07,2.539625708330079e-07
HSX,2014-06-13,3.807737754860524e-05,1.71744383977076e-07,2.0347396985393126e-06,1.5939356674142777e-05,4.306359708731299e-07,7.153738009235473e-08,8.249089163147867e-09,-2.3628320072732076e-08,-2.6485410626920686e-08,5.996671333268694e-08,7.355577068064816e-08,1.0260808188787208e-07,1.5969836145914137e-07,1.5390879491176334e-07,1.4789066242059408e-07,1.3062219818871218e-07,1.456045199656313e-07,1.109475854539227e-07,2.1834669410313065e-07
HSX,2014-06-16,3.7548828791942736e-05,-2.2426034361499573e-07,1.7712343546313245e-06,1.5581870786842276e-05,3.7573723380018464e-07,1.539681915471862e-07,5.70699190445526e-08,6.976572290901433e-09,-3.0874590890804445e-08,6.528610206720418e-08,5.8818112994096495e-08,8.995551163014024e-08,1.5604630887069465e-07,1.4914894783166915e-07,1.4372631458214142e-07,1.281369089879565e-07,1.4243862529591878e-07,1.1153062558795135e-07,3.0100498808007913e-07
HSX,2014-06-17,3.784131755796253e-05,1.7531589751574293e-07,1.9158077313813403e-06,1.5740594853445624e-05,3.473187744639479e-07,2.126660261195275e-07,3.202783988823152e-08,1.7780703092805602e-08,-5.3342206484567235e-08,5.2894280458788375e-08,4.864695281149304e-08,9.706666827713345e-08,1.5541078329873682e-07,1.5195657476437823e-07,1.411318583774124e-07,1.2734762610927459e-07,1.4157581958076817e-07,1.173920938092122e-07,2.880263869459566e-07
HSX,2014-06-18,3.757923422822926e-05,-3.898426711373543e-08,1.8523758671315208e-06,1.5573157820629945e-05,2.6999528378181697e-07,1.8107926763305127e-07,1.0425744121208648e-07,-1.6044173487173945e-08,-4.1419827375937565e-08,4.196536122526025e-08,6.408655050511573e-08,9.887903139408894e-08,1.5199648111882848e-07,1.5691190386570774e-07,1.3467154860728213e-07,1.2473274209561644e-07,1.393861190051911e-07,1.2355360524159428e-07,3.911491106294676e-07
HSX,2014-06-19,3.6875103845088726e-05,-6.483984628127356e-07,1.1851202422560122e-06,1.4878588493369926e-05,2.7348902531487323e-07,3.4156065928781677e-07,1.2231568995967973e-07,-3.965034517278652e-08,-6.00012891034464e-08,2.7710880348022026e-08,5.663917836830213e-08,1.018525811309209e-07,1.3823244224619116e-07,1.4559492469551264e-07,1.3136711907265253e-07,1.2215468588994244e-07,1.32990689943147e-07,1.1769010992609511e-07,3.527284573832338e-07
HSX,2014-06-20,3.535309952897908e-05,-1.1785434797745075e-06,-1.9453215094616444e-08,1.3472851273565643e-05,2.147092000517404e-07,2.1505780974733046e-07,2.74735508846327e-08,-8.647723267841851e-08,-1.0295485166921095e-07,-1.4368006641825853e-09,2.591157666226968e-08,7.385513692671508e-08,1.1604055035961792e-07,1.3630875891903758e-07,1.2140243730155105e-07,1.1037612418234092e-07,1.2285436172198215e-07,1.1508416764635704e-07,7.810407934423243e-08
HSX,2014-06-23,3.6480463193364194e-05,9.364906970204288e-07,8.51913984854134e-07,1.4476226751429697e-05,2.3425141859976164e-07,3.778339349382139e-07,5.294983585663919e-08,-7.523820335446552e-08,-6.740713641960624e-08,1.3409358244831619e-09,1.5995012473946025e-08,8.796674365838151e-08,1.0599780053239721e-07,1.4197010858488275e-07,1.3094342034976076e-07,1.1943408451252364e-07,1.2865441588745966e-07,1.2868554798173926e-07,6.355662742512522e-08
HSX,2014-06-24,3.7663830085631086e-05,7.471700889349408e-07,1.6107174363440275e-06,1.5431275876714985e-05,1.743185927133824e-07,4.122756600029171e-07,6.771944562553425e-08,-5.7042236817389485e-08,-1.2532289127504618e-08,9.447752972371782e-09,1.4359848694899026e-08,7.59217632388429e-08,9.614278459356834e-08,1.5104992011961362e-07,1.3412755047467306e-07,1.244141763738863e-07,1.3178104243724794e-07,1.3602870287951723e-07,1.379615666706261e-07
HSX,2014-06-25,3.855077882238007e-05,7.331604849818965e-07,2.3438048747460044e-06,1.6192787732562265e-05,1.6086543291560184e-07,3.220177808930193e-07,5.60135835358003e-08,-3.8527649785397466e-08,-9.652291801594088e-09,6.091552857646439e-09,3.1756043761757906e-08,7.205116653843884e-08,8.85320322481279e-08,1.4928740856649863e-07,1.3740148415244394e-07,1.3400756841948736e-07,1.2910515703709028e-07,1.3480561356644497e-07,1.270601925234307e-07
HSX,2014-06-26,3.9446524901468206e-05,5.386519003834055e-07,2.8986225384664207e-06,1.6863431819871338e-05,1.8759863039137996e-07,3.7107304611098e-07,9.882271042241084e-08,-1.1523633732506251e-08,-1.340470355429414e-08,8.818045850461387e-09,3.2148131549041313e-08,7.38655431306633e-08,1.0579906011299684e-07,1.578991743207529e-07,1.3801451812219184e-07,1.3635249827352706e-07,1.3130898566465966e-07,1.3880155962386353e-07,1.212346899497515e-07
HSX,2014-06-27,4.005063981406473e-05,1.6380216976214344e-07,3.1003540048409805e-06,1.7233200405740287e-05,1.6939358131569472e-07,3.2723747009150607e-07,8.37631522013307e-08,3.068736503616996e-08,3.831446940996643e-10,-5.495999319037953e-09,6.752593273213336e-08,7.876518155260485e-08,1.0439132055191071e-07,1.6099066454458227e-07,1.4051359013526338e-07,1.353232462823031e-07,1.2964979008706443e-07,1.4067228827178097e-07,1.2044046852825825e-07
HSX,2014-06-30,4.001085708940889e-05,-6.888464353296993e-08,3.019243084916709e-06,1.7154672038704968e-05,2.1849151330827023e-07,2.9581750204561e-07,1.494706532945049e-07,7.285154294293426e-08,2.8476816665161353e-08,-7.038500972623665e-09,7.412259412586128e-08,6.739143805435921e-08,9.45577643207723e-08,1.5772539179131113e-07,1.3999461617230007e-07,1.366083927071445e-07,1.312688429854871e-07,1.3532642999107894e-07,1.359780385364608e-07
HSX,2014-07-01,4.006503791281685e-05,1.6366670266083828e-07,1.565650906229131e-07,1.7273288217800235e-05,2.1141975299846372e-07,2.764835559929553e-07,1.9320279935238828e-07,5.258489572077929e-08,3.728610575249975e-08,-2.64628742652047e-08,6.313413528281113e-08,5.822097128254609e-08,1.0084131335451718e-07,1.6049822757928e-07,1.4001720891376262e-07,1.3780802825898502e-07,1.2857415131304473e-07,1.327308902115794e-07,1.3481311905097035e-07
HSX,2014-07-02,4.028496617950925e-05,3.0203566821981673e-07,4.4991638367335996e-07,1.7479630668890646e-05,2.8003211160689686e-07,2.3630189338265315e-07,1.7803822887086989e-07,1.171889754865343e-07,1.478237419140933e-08,-1.1371978810185663e-08,5.783408014514343e-08,7.573416851391684e-08,1.0588263951311262e-07,1.7260438947883623e-07,1.413035109202936e-07,1.3916485790996305e-07,1.260095200795471e-07,1.4201033878396822e-07,1.6891511258432558e-07
HSX,2014-07-03,4.2091483057537595e-05,1.177341266479758e-06,1.615081606746782e-06,1.8888347961112875e-05,3.521087714484046e-07,2.9948904538110714e-07,3.440427658442564e-07,1.6815036907045874e-07,2.553955994160708e-08,-1.2169498724433299e-09,6.818315599371615e-08,8.940027916222134e-08,1.2681623156918635e-07,1.74839815624493e-07,1.4568507602711065e-07,1.4402819942956247e-07,1.3059213175175054e-07,1.4420635427732446e-07,3.514890855135749e-07
HSX,2014-07-04,4.309994822841731e-05,7.043149264117748e-07,2.3199766065841417e-06,1.96826899351959e-05,3.08939502738218e-07,3.230644420785613e-07,2.9623708884354866e-07,1.2993382593414682e-07,1.789812712335179e-08,-1.1136311983294626e-08,6.621466518536565e-08,8.300750438115119e-08,1.204471158472639e-07,1.8076702955873943e-07,1.5041400567035133e-07,1.4516001653857268e-07,1.3647615633449913e-07,1.4614441355174792e-07,5.397749261322032e-07
HSX,2014-07-07,4.3383499959973176e-05,5.669794036680696e-07,2.8784804600984616e-06,2.0060072499286106e-05,2.831902121110465e-07,3.237755446654968e-07,4.090814004029024e-07,1.4292462804470483e-07,2.110546333743997e-08,1.4054425468475697e-08,6.402629344604368e-08,7.008709962094839e-08,1.2945244897224008e-07,1.8421756755575675e-07,1.5564409927491188e-07,1.5081964839457933e-07,1.4434471294832792e-07,1.4956747218465424e-07,5.028237967969672e-07
HSX,2014-07-08,4.365403470388791e-05,1.369757852765187e-07,3.0144630439438047e-06,2.0279636463405454e-05,2.8988296655087583e-07,2.6348051728596324e-07,4.196578366099692e-07,1.425364297866524e-07,2.609886372402963e-08,5.237294738087108e-08,6.349232965471594e-08,6.185368399892416e-08,1.1251002355807115e-07,1.802914461400183e-07,1.5647584249918393e-07,1.5284548103141588e-07,1.452950690641975e-07,1.4965625569450918e-07,4.4180436643112506e-07
HSX,2014-07-09,4.366518831772046e-05,1.939336877666497e-08,3.017224757698481e-06,2.0274031191241084e-05,2.4874392366701656e-07,2.3071950688060181e-07,3.34120249372415e-07,1.1889639779076064e-07,2.9631567647269112e-08,4.464484342871966e-08,5.163356560176588e-08,6.938622276718504e-08,1.0188881536565517e-07,1.7800055014432768e-07,1.5445619468430887e-07,1.4967823026340405e-07,1.4652621344779337e-07,1.4998352651162037e-07,3.704276548106019e-07
HSX,2014-07-10,4.185522845306033e-05,-1.3145439490393478e-06,1.6241881423549356e-06,1.8709664096851058e-05,1.5317137990903927e-07,1.8676844355036213e-07,3.245818020503167e-07,1.1607978231159401e-07,2.124831686763257e-08,1.4954264077508843e-08,3.0854298852694544e-08,4.914368025118413e-08,8.498979580442964e-08,1.6197345595526054e-07,1.4475409751471003e-07,1.4562438665225272e-07,1.3665552905195913e-07,1.4195832296338513e-07,1.8510806986832654e-07
HSX,2014-07-11,4.138679604641054e-05,-2.884782327607369e-07,1.3258629509808577e-06,1.830683961362861e-05,1.301602490721486e-07,1.595557307491426e-07,2.803981099726392e-07,9.498652768427228e-08,4.888614246614807e-08,2.031127111151953e-08,1.2676004297846617e-08,7.556527683034505e-08,8.487666635894824e-08,1.547753427279759e-07,1.5051614550610408e-07,1.4567436075203838e-07,1.30570870509094e-07,1.4406009287628303e-07,1.3988002961603852e-07
HSX,2014-07-14,4.231617606270986e-05,5.585358286207838e-07,1.8774867529633209e-06,1.8996820827566902e-05,1.6930005768393758e-07,2.132017011493181e-07,2.72518645742061e-07,1.6010093800188674e-07,9.447996525768088e-08,5.3354710974626024e-08,1.9169071252881042e-08,8.840031442647825e-08,8.09145019320647e-08,1.5825526700623511e-07,1.520276778105646e-07,1.4692303246986597e-07,1.3271059217639885e-07,1.4512476853472065e-07,2.0262207683141388e-07
HSX,2014-07-15,4.31848832769718e-05,6.334674974336744e-07,2.519876579402024e-06,1.9714984602846914e-05,1.9220763767983418e-07,2.241472207685416e-07,2.6976320607189095e-07,2.0448267074365013e-07,8.542110581876569e-08,6.761697011767088e-08,8.045254556533087e-09,8.385280428568741e-08,7.735908978516126e-08,1.61543592362253e-07,1.5770672660944334e-07,1.475163307902151e-07,1.3455429406155895e-07,1.4663900139067478e-07,2.496021563086975e-07
HSX,2014-07-16,4.3339905451554405e-05,2.157267433105397e-07,2.730807162874459e-06,1.9930873585418533e-05,2.049431882010479e-07,2.6701182901052107e-07,2.374692359914324e-07,1.9062483586024988e-07,1.3781935687507357e-07,4.709507270946085e-08,2.0170926518308783e-08,7.81826561087686e-08,9.225787804430214e-08,1.6082093229919835e-07,1.6377351591361348e-07,1.4345550355650285e-07,1.3364501388510877e-07,1.4594182592477678e-07,2.409712638177698e-07
HSX,2014-07-17,4.36086313572339e-05,9.97211215762961e-08,2.81845760438323e-06,2.0124818172307264e-05,2.423491674204995e-07,2.7914226407474426e-07,2.5791909636768623e-07,3.018760625408899e-07,1.6232684911328627e-07,4.0920944139580893e-08,1.558632502754005e-08,7.540827747523921e-08,9.37811761787416e-08,1.5558522977524252e-07,1.5941695937051075e-07,1.4523987511613337e-07,1.3550962828222656e-07,1.4392653769088224e-07,1.3320924932742357e-07
HSX,2014-07-18,4.510117196726241e-05,1.1526922028407766e-06,4.004166445546349e-06,2.13972128230192e-05,3.589109515512637e-07,2.653086608155866e-07,2.86810075801502e-07,2.725990664689037e-07,1.3795268444017632e-07,4.0776534244347815e-08,1.251159913590769e-08,7.864047760591657e-08,9.251145164006848e-08,1.5651895055822553e-07,1.6810907215221273e-07,1.5109100158276512e-07,1.379911050011101e-07,1.464600207049103e-07,1.7804697697032375e-07
HSX,2014-07-21,4.624378765108921e-05,5.343732999946471e-07,4.538852634068175e-06,2.20977063102427e-05,3.3880508169997463e-07,2.470555969416915e-07,2.8652825014986804e-07,3.622223936429182e-07,1.482349178044176e-07,4.3059878089660215e-08,3.4145918110288944e-08,7.633296824125902e-08,8.055702631915173e-08,1.4479901406032677e-07,1.700893904584673e-07,1.569261280185375e-07,1.4380863975557375e-07,1.4966948246871118e-07,1.7478636660298152e-07
HSX,2014-07-22,4.5478180466081546e-05,-5.701894092198859e-07,3.938505018444374e-06,2.1460400884976898e-05,2.729371067922333e-07,2.2794526008503087e-07,2.236278497528078e-07,3.565402387186436e-07,1.3612533268110057e-07,3.723757564250271e-08,5.8835059852429844e-08,6.800094271011876e-08,6.607530031436587e-08,1.2560850496001248e-07,1.6846237535855926e-07,1.514787450143681e-07,1.4091672419814707e-07,1.4589664887274648e-07,1.0406984715334104e-07
HSX,2014-07-23,4.536481978963725e-05,-6.620233473946493e-08,3.858484337206041e-06,2.1371219909823437e-05,2.3296896580616525e-07,1.9766604137858702e-07,1.9691719936088347e-07,2.863982548582776e-07,1.1499871095925523e-07,3.9042811812191845e-08,5.100302260034572e-08,5.650875573509502e-08,7.199862817063936e-08,1.1260485450780076e-07,1.6124191674359383e-07,1.4934741935915913e-07,1.4500327924022934e-07,1.3949153791399776e-07,9.551027680172806e-08
HSX,2014-07-24,4.674202511552301e-05,8.832712920505195e-07,4.761840121344129e-06,2.248699846637554e-05,2.5019993538952094e-07,2.0721152024293106e-07,2.1889928289045037e-07,3.227238018223963e-07,1.4928178541144749e-07,6.325452887378721e-08,5.249645618165961e-08,6.245846574803014e-08,7.575849231713722e-08,1.2986587265908414e-07,1.710849973305769e-07,1.5203769528060797e-07,1.4900221350863747e-07,1.4319808063714576e-07,3.152918009107148e-07
